sg_partido,sg_ue,icat,cd_municipio_ibge,nome_municipio,uf,cat_vereador
PL,07811,7.85,2104206,FORTUNA,MA,1. péssimo
PL,07811,7.85,2104206,FORTUNA,MA,1. péssimo
PDT,07811,56.75,2104206,FORTUNA,MA,3. regular
PL,07811,7.85,2104206,FORTUNA,MA,1. péssimo
PDT,07811,56.75,2104206,FORTUNA,MA,3. regular
PDT,07811,56.75,2104206,FORTUNA,MA,3. regular
PDT,07811,56.75,2104206,FORTUNA,MA,3. regular
PL,07811,7.85,2104206,FORTUNA,MA,1. péssimo
PL,07811,7.85,2104206,FORTUNA,MA,1. péssimo
PSB,07838,60.65,2104305,GODOFREDO VIANA,MA,4. bom
REPUBLICANOS,07838,14.1,2104305,GODOFREDO VIANA,MA,1. péssimo
PDT,07838,56.75,2104305,GODOFREDO VIANA,MA,3. regular
PSB,07838,60.65,2104305,GODOFREDO VIANA,MA,4. bom
PSB,07838,60.65,2104305,GODOFREDO VIANA,MA,4. bom
PP,07838,16.94,2104305,GODOFREDO VIANA,MA,1. péssimo
REPUBLICANOS,07838,14.1,2104305,GODOFREDO VIANA,MA,1. péssimo
UNIÃO,07838,15.68,2104305,GODOFREDO VIANA,MA,1. péssimo
PDT,07838,56.75,2104305,GODOFREDO VIANA,MA,3. regular
MDB,07854,17.41,2104404,GONCALVES DIAS,MA,1. péssimo
MDB,07854,17.41,2104404,GONCALVES DIAS,MA,1. péssimo
PT,07854,73.72,2104404,GONCALVES DIAS,MA,4. bom
PT,07854,73.72,2104404,GONCALVES DIAS,MA,4. bom
PSB,07854,60.65,2104404,GONCALVES DIAS,MA,4. bom
UNIÃO,07854,15.68,2104404,GONCALVES DIAS,MA,1. péssimo
PSB,07854,60.65,2104404,GONCALVES DIAS,MA,4. bom
UNIÃO,07854,15.68,2104404,GONCALVES DIAS,MA,1. péssimo
MDB,07854,17.41,2104404,GONCALVES DIAS,MA,1. péssimo
PSB,07854,60.65,2104404,GONCALVES DIAS,MA,4. bom
PT,07854,73.72,2104404,GONCALVES DIAS,MA,4. bom
UNIÃO,07870,15.68,2104503,GOVERNADOR ARCHER,MA,1. péssimo
PSB,07870,60.65,2104503,GOVERNADOR ARCHER,MA,4. bom
PSB,07870,60.65,2104503,GOVERNADOR ARCHER,MA,4. bom
PSB,07870,60.65,2104503,GOVERNADOR ARCHER,MA,4. bom
UNIÃO,07870,15.68,2104503,GOVERNADOR ARCHER,MA,1. péssimo
PRD,07870,20.83,2104503,GOVERNADOR ARCHER,MA,1. péssimo
PSB,07870,60.65,2104503,GOVERNADOR ARCHER,MA,4. bom
UNIÃO,07870,15.68,2104503,GOVERNADOR ARCHER,MA,1. péssimo
UNIÃO,07870,15.68,2104503,GOVERNADOR ARCHER,MA,1. péssimo
MDB,07609,17.41,2104552,GOVERNADOR EDISON LOBAO,MA,1. péssimo
PP,07609,16.94,2104552,GOVERNADOR EDISON LOBAO,MA,1. péssimo
UNIÃO,07609,15.68,2104552,GOVERNADOR EDISON LOBAO,MA,1. péssimo
PSD,07609,23.02,2104552,GOVERNADOR EDISON LOBAO,MA,1. péssimo
PSB,07609,60.65,2104552,GOVERNADOR EDISON LOBAO,MA,4. bom
UNIÃO,07609,15.68,2104552,GOVERNADOR EDISON LOBAO,MA,1. péssimo
PSD,07609,23.02,2104552,GOVERNADOR EDISON LOBAO,MA,1. péssimo
SOLIDARIEDADE,07609,33.33,2104552,GOVERNADOR EDISON LOBAO,MA,2. ruim
SOLIDARIEDADE,07609,33.33,2104552,GOVERNADOR EDISON LOBAO,MA,2. ruim
PP,07609,16.94,2104552,GOVERNADOR EDISON LOBAO,MA,1. péssimo
PRD,07609,20.83,2104552,GOVERNADOR EDISON LOBAO,MA,1. péssimo
MDB,07897,17.41,2104602,GOVERNADOR EUGENIO BARROS,MA,1. péssimo
REPUBLICANOS,07897,14.1,2104602,GOVERNADOR EUGENIO BARROS,MA,1. péssimo
MDB,07897,17.41,2104602,GOVERNADOR EUGENIO BARROS,MA,1. péssimo
UNIÃO,07897,15.68,2104602,GOVERNADOR EUGENIO BARROS,MA,1. péssimo
UNIÃO,07897,15.68,2104602,GOVERNADOR EUGENIO BARROS,MA,1. péssimo
UNIÃO,07897,15.68,2104602,GOVERNADOR EUGENIO BARROS,MA,1. péssimo
REPUBLICANOS,07897,14.1,2104602,GOVERNADOR EUGENIO BARROS,MA,1. péssimo
MDB,07897,17.41,2104602,GOVERNADOR EUGENIO BARROS,MA,1. péssimo
REPUBLICANOS,07897,14.1,2104602,GOVERNADOR EUGENIO BARROS,MA,1. péssimo
MDB,07625,17.41,2104628,GOVERNADOR LUIZ ROCHA,MA,1. péssimo
MDB,07625,17.41,2104628,GOVERNADOR LUIZ ROCHA,MA,1. péssimo
AVANTE,07625,33.86,2104628,GOVERNADOR LUIZ ROCHA,MA,2. ruim
PSB,07625,60.65,2104628,GOVERNADOR LUIZ ROCHA,MA,4. bom
AVANTE,07625,33.86,2104628,GOVERNADOR LUIZ ROCHA,MA,2. ruim
MDB,07625,17.41,2104628,GOVERNADOR LUIZ ROCHA,MA,1. péssimo
PSB,07625,60.65,2104628,GOVERNADOR LUIZ ROCHA,MA,4. bom
AVANTE,07625,33.86,2104628,GOVERNADOR LUIZ ROCHA,MA,2. ruim
PSB,07625,60.65,2104628,GOVERNADOR LUIZ ROCHA,MA,4. bom
PL,07641,7.85,2104651,GOVERNADOR NEWTON BELLO,MA,1. péssimo
AVANTE,07641,33.86,2104651,GOVERNADOR NEWTON BELLO,MA,2. ruim
PL,07641,7.85,2104651,GOVERNADOR NEWTON BELLO,MA,1. péssimo
MDB,07641,17.41,2104651,GOVERNADOR NEWTON BELLO,MA,1. péssimo
PL,07641,7.85,2104651,GOVERNADOR NEWTON BELLO,MA,1. péssimo
AVANTE,07641,33.86,2104651,GOVERNADOR NEWTON BELLO,MA,2. ruim
MDB,07641,17.41,2104651,GOVERNADOR NEWTON BELLO,MA,1. péssimo
AVANTE,07641,33.86,2104651,GOVERNADOR NEWTON BELLO,MA,2. ruim
UNIÃO,07641,15.68,2104651,GOVERNADOR NEWTON BELLO,MA,1. péssimo
REPUBLICANOS,07668,14.1,2104677,GOVERNADOR NUNES FREIRE,MA,1. péssimo
PL,07668,7.85,2104677,GOVERNADOR NUNES FREIRE,MA,1. péssimo
PSB,07668,60.65,2104677,GOVERNADOR NUNES FREIRE,MA,4. bom
UNIÃO,07668,15.68,2104677,GOVERNADOR NUNES FREIRE,MA,1. péssimo
REPUBLICANOS,07668,14.1,2104677,GOVERNADOR NUNES FREIRE,MA,1. péssimo
PRD,07668,20.83,2104677,GOVERNADOR NUNES FREIRE,MA,1. péssimo
REPUBLICANOS,07668,14.1,2104677,GOVERNADOR NUNES FREIRE,MA,1. péssimo
PSB,07668,60.65,2104677,GOVERNADOR NUNES FREIRE,MA,4. bom
UNIÃO,07668,15.68,2104677,GOVERNADOR NUNES FREIRE,MA,1. péssimo
PT,07668,73.72,2104677,GOVERNADOR NUNES FREIRE,MA,4. bom
PL,07668,7.85,2104677,GOVERNADOR NUNES FREIRE,MA,1. péssimo
PDT,07919,56.75,2104701,GRACA ARANHA,MA,3. regular
PP,07919,16.94,2104701,GRACA ARANHA,MA,1. péssimo
UNIÃO,07919,15.68,2104701,GRACA ARANHA,MA,1. péssimo
PDT,07919,56.75,2104701,GRACA ARANHA,MA,3. regular
PP,07919,16.94,2104701,GRACA ARANHA,MA,1. péssimo
UNIÃO,07919,15.68,2104701,GRACA ARANHA,MA,1. péssimo
PDT,07919,56.75,2104701,GRACA ARANHA,MA,3. regular
UNIÃO,07919,15.68,2104701,GRACA ARANHA,MA,1. péssimo
PP,07919,16.94,2104701,GRACA ARANHA,MA,1. péssimo
UNIÃO,07935,15.68,2104800,GRAJAU,MA,1. péssimo
MDB,07935,17.41,2104800,GRAJAU,MA,1. péssimo
UNIÃO,07935,15.68,2104800,GRAJAU,MA,1. péssimo
MDB,07935,17.41,2104800,GRAJAU,MA,1. péssimo
UNIÃO,07935,15.68,2104800,GRAJAU,MA,1. péssimo
PDT,07935,56.75,2104800,GRAJAU,MA,3. regular
PSDB,07935,15.21,2104800,GRAJAU,MA,1. péssimo
MDB,07935,17.41,2104800,GRAJAU,MA,1. péssimo
PSDB,07935,15.21,2104800,GRAJAU,MA,1. péssimo
PSDB,07935,15.21,2104800,GRAJAU,MA,1. péssimo
PL,07935,7.85,2104800,GRAJAU,MA,1. péssimo
PSDB,07935,15.21,2104800,GRAJAU,MA,1. péssimo
PDT,07935,56.75,2104800,GRAJAU,MA,3. regular
PL,07935,7.85,2104800,GRAJAU,MA,1. péssimo
NOVO,07935,6.94,2104800,GRAJAU,MA,1. péssimo
PDT,07951,56.75,2104909,GUIMARAES,MA,3. regular
AVANTE,07951,33.86,2104909,GUIMARAES,MA,2. ruim
MDB,07951,17.41,2104909,GUIMARAES,MA,1. péssimo
PL,07951,7.85,2104909,GUIMARAES,MA,1. péssimo
PDT,07951,56.75,2104909,GUIMARAES,MA,3. regular
PL,07951,7.85,2104909,GUIMARAES,MA,1. péssimo
AVANTE,07951,33.86,2104909,GUIMARAES,MA,2. ruim
MDB,07951,17.41,2104909,GUIMARAES,MA,1. péssimo
PDT,07951,56.75,2104909,GUIMARAES,MA,3. regular
PSDB,07994,15.21,2105104,ICATU,MA,1. péssimo
PDT,07994,56.75,2105104,ICATU,MA,3. regular
MDB,07994,17.41,2105104,ICATU,MA,1. péssimo
PT,07994,73.72,2105104,ICATU,MA,4. bom
MDB,07994,17.41,2105104,ICATU,MA,1. péssimo
PSDB,07994,15.21,2105104,ICATU,MA,1. péssimo
PT,07994,73.72,2105104,ICATU,MA,4. bom
REPUBLICANOS,07994,14.1,2105104,ICATU,MA,1. péssimo
PSDB,07994,15.21,2105104,ICATU,MA,1. péssimo
PL,07994,7.85,2105104,ICATU,MA,1. péssimo
REPUBLICANOS,07994,14.1,2105104,ICATU,MA,1. péssimo
PL,07684,7.85,2105153,IGARAPE DO MEIO,MA,1. péssimo
PL,07684,7.85,2105153,IGARAPE DO MEIO,MA,1. péssimo
PP,07684,16.94,2105153,IGARAPE DO MEIO,MA,1. péssimo
PL,07684,7.85,2105153,IGARAPE DO MEIO,MA,1. péssimo
PL,07684,7.85,2105153,IGARAPE DO MEIO,MA,1. péssimo
PL,07684,7.85,2105153,IGARAPE DO MEIO,MA,1. péssimo
PL,07684,7.85,2105153,IGARAPE DO MEIO,MA,1. péssimo
PL,07684,7.85,2105153,IGARAPE DO MEIO,MA,1. péssimo
PL,07684,7.85,2105153,IGARAPE DO MEIO,MA,1. péssimo
PL,08010,7.85,2105203,IGARAPE GRANDE,MA,1. péssimo
PL,08010,7.85,2105203,IGARAPE GRANDE,MA,1. péssimo
PDT,08010,56.75,2105203,IGARAPE GRANDE,MA,3. regular
PDT,08010,56.75,2105203,IGARAPE GRANDE,MA,3. regular
PDT,08010,56.75,2105203,IGARAPE GRANDE,MA,3. regular
PDT,08010,56.75,2105203,IGARAPE GRANDE,MA,3. regular
PL,08010,7.85,2105203,IGARAPE GRANDE,MA,1. péssimo
PL,08010,7.85,2105203,IGARAPE GRANDE,MA,1. péssimo
PDT,08010,56.75,2105203,IGARAPE GRANDE,MA,3. regular
MDB,08036,17.41,2105302,IMPERATRIZ,MA,1. péssimo
PDT,08036,56.75,2105302,IMPERATRIZ,MA,3. regular
PODE,08036,20.7,2105302,IMPERATRIZ,MA,1. péssimo
PP,08036,16.94,2105302,IMPERATRIZ,MA,1. péssimo
REPUBLICANOS,08036,14.1,2105302,IMPERATRIZ,MA,1. péssimo
AGIR,08036,NA,2105302,IMPERATRIZ,MA,NA
PV,08036,64.62,2105302,IMPERATRIZ,MA,4. bom
PDT,08036,56.75,2105302,IMPERATRIZ,MA,3. regular
PSD,08036,23.02,2105302,IMPERATRIZ,MA,1. péssimo
PL,08036,7.85,2105302,IMPERATRIZ,MA,1. péssimo
PSD,08036,23.02,2105302,IMPERATRIZ,MA,1. péssimo
MDB,08036,17.41,2105302,IMPERATRIZ,MA,1. péssimo
AVANTE,08036,33.86,2105302,IMPERATRIZ,MA,2. ruim
PT,08036,73.72,2105302,IMPERATRIZ,MA,4. bom
PRD,08036,20.83,2105302,IMPERATRIZ,MA,1. péssimo
PSD,08036,23.02,2105302,IMPERATRIZ,MA,1. péssimo
PSDB,08036,15.21,2105302,IMPERATRIZ,MA,1. péssimo
PL,08036,7.85,2105302,IMPERATRIZ,MA,1. péssimo
MOBILIZA,08036,NA,2105302,IMPERATRIZ,MA,NA
REPUBLICANOS,08036,14.1,2105302,IMPERATRIZ,MA,1. péssimo
PODE,08036,20.7,2105302,IMPERATRIZ,MA,1. péssimo
PDT,07706,56.75,2105351,ITAIPAVA DO GRAJAU,MA,3. regular
UNIÃO,07706,15.68,2105351,ITAIPAVA DO GRAJAU,MA,1. péssimo
PC do B,07706,94.23,2105351,ITAIPAVA DO GRAJAU,MA,5. ótimo
PC do B,07706,94.23,2105351,ITAIPAVA DO GRAJAU,MA,5. ótimo
PDT,07706,56.75,2105351,ITAIPAVA DO GRAJAU,MA,3. regular
REPUBLICANOS,07706,14.1,2105351,ITAIPAVA DO GRAJAU,MA,1. péssimo
UNIÃO,07706,15.68,2105351,ITAIPAVA DO GRAJAU,MA,1. péssimo
PC do B,07706,94.23,2105351,ITAIPAVA DO GRAJAU,MA,5. ótimo
PDT,07706,56.75,2105351,ITAIPAVA DO GRAJAU,MA,3. regular
REPUBLICANOS,08079,14.1,2105401,ITAPECURU MIRIM,MA,1. péssimo
PSB,08079,60.65,2105401,ITAPECURU MIRIM,MA,4. bom
PRD,08079,20.83,2105401,ITAPECURU MIRIM,MA,1. péssimo
PP,08079,16.94,2105401,ITAPECURU MIRIM,MA,1. péssimo
CIDADANIA,08079,42.14,2105401,ITAPECURU MIRIM,MA,2. ruim
PP,08079,16.94,2105401,ITAPECURU MIRIM,MA,1. péssimo
MDB,08079,17.41,2105401,ITAPECURU MIRIM,MA,1. péssimo
UNIÃO,08079,15.68,2105401,ITAPECURU MIRIM,MA,1. péssimo
PRD,08079,20.83,2105401,ITAPECURU MIRIM,MA,1. péssimo
PL,08079,7.85,2105401,ITAPECURU MIRIM,MA,1. péssimo
MDB,08079,17.41,2105401,ITAPECURU MIRIM,MA,1. péssimo
PP,08079,16.94,2105401,ITAPECURU MIRIM,MA,1. péssimo
PRD,08079,20.83,2105401,ITAPECURU MIRIM,MA,1. péssimo
REPUBLICANOS,08079,14.1,2105401,ITAPECURU MIRIM,MA,1. péssimo
PL,08079,7.85,2105401,ITAPECURU MIRIM,MA,1. péssimo
PSD,07722,23.02,2105427,ITINGA DO MARANHAO,MA,1. péssimo
PSDB,07722,15.21,2105427,ITINGA DO MARANHAO,MA,1. péssimo
PDT,07722,56.75,2105427,ITINGA DO MARANHAO,MA,3. regular
UNIÃO,07722,15.68,2105427,ITINGA DO MARANHAO,MA,1. péssimo
PSD,07722,23.02,2105427,ITINGA DO MARANHAO,MA,1. péssimo
AVANTE,07722,33.86,2105427,ITINGA DO MARANHAO,MA,2. ruim
PL,07722,7.85,2105427,ITINGA DO MARANHAO,MA,1. péssimo
PDT,07722,56.75,2105427,ITINGA DO MARANHAO,MA,3. regular
PP,07722,16.94,2105427,ITINGA DO MARANHAO,MA,1. péssimo
PP,07722,16.94,2105427,ITINGA DO MARANHAO,MA,1. péssimo
UNIÃO,07722,15.68,2105427,ITINGA DO MARANHAO,MA,1. péssimo
MDB,07749,17.41,2105450,JATOBA,MA,1. péssimo
UNIÃO,07749,15.68,2105450,JATOBA,MA,1. péssimo
PP,07749,16.94,2105450,JATOBA,MA,1. péssimo
PSB,07749,60.65,2105450,JATOBA,MA,4. bom
UNIÃO,07749,15.68,2105450,JATOBA,MA,1. péssimo
PP,07749,16.94,2105450,JATOBA,MA,1. péssimo
PP,07749,16.94,2105450,JATOBA,MA,1. péssimo
UNIÃO,07749,15.68,2105450,JATOBA,MA,1. péssimo
MDB,07749,17.41,2105450,JATOBA,MA,1. péssimo
PDT,07765,56.75,2105476,JENIPAPO DOS VIEIRAS,MA,3. regular
PDT,07765,56.75,2105476,JENIPAPO DOS VIEIRAS,MA,3. regular
UNIÃO,07765,15.68,2105476,JENIPAPO DOS VIEIRAS,MA,1. péssimo
MDB,07765,17.41,2105476,JENIPAPO DOS VIEIRAS,MA,1. péssimo
PDT,07765,56.75,2105476,JENIPAPO DOS VIEIRAS,MA,3. regular
PDT,07765,56.75,2105476,JENIPAPO DOS VIEIRAS,MA,3. regular
PDT,07765,56.75,2105476,JENIPAPO DOS VIEIRAS,MA,3. regular
UNIÃO,07765,15.68,2105476,JENIPAPO DOS VIEIRAS,MA,1. péssimo
MDB,07765,17.41,2105476,JENIPAPO DOS VIEIRAS,MA,1. péssimo
MDB,07765,17.41,2105476,JENIPAPO DOS VIEIRAS,MA,1. péssimo
PDT,07765,56.75,2105476,JENIPAPO DOS VIEIRAS,MA,3. regular
PSDB,08095,15.21,2105500,JOAO LISBOA,MA,1. péssimo
MDB,08095,17.41,2105500,JOAO LISBOA,MA,1. péssimo
PSDB,08095,15.21,2105500,JOAO LISBOA,MA,1. péssimo
PP,08095,16.94,2105500,JOAO LISBOA,MA,1. péssimo
PSD,08095,23.02,2105500,JOAO LISBOA,MA,1. péssimo
PP,08095,16.94,2105500,JOAO LISBOA,MA,1. péssimo
PRD,08095,20.83,2105500,JOAO LISBOA,MA,1. péssimo
MDB,08095,17.41,2105500,JOAO LISBOA,MA,1. péssimo
MDB,08095,17.41,2105500,JOAO LISBOA,MA,1. péssimo
PP,08095,16.94,2105500,JOAO LISBOA,MA,1. péssimo
PP,08095,16.94,2105500,JOAO LISBOA,MA,1. péssimo
REPUBLICANOS,08117,14.1,2105609,JOSELANDIA,MA,1. péssimo
REPUBLICANOS,08117,14.1,2105609,JOSELANDIA,MA,1. péssimo
AVANTE,08117,33.86,2105609,JOSELANDIA,MA,2. ruim
REPUBLICANOS,08117,14.1,2105609,JOSELANDIA,MA,1. péssimo
MDB,08117,17.41,2105609,JOSELANDIA,MA,1. péssimo
MDB,08117,17.41,2105609,JOSELANDIA,MA,1. péssimo
REPUBLICANOS,08117,14.1,2105609,JOSELANDIA,MA,1. péssimo
REPUBLICANOS,08117,14.1,2105609,JOSELANDIA,MA,1. péssimo
MDB,08117,17.41,2105609,JOSELANDIA,MA,1. péssimo
REPUBLICANOS,08117,14.1,2105609,JOSELANDIA,MA,1. péssimo
REPUBLICANOS,08117,14.1,2105609,JOSELANDIA,MA,1. péssimo
AGIR,07781,NA,2105658,JUNCO DO MARANHAO,MA,NA
PSB,07781,60.65,2105658,JUNCO DO MARANHAO,MA,4. bom
PC do B,07781,94.23,2105658,JUNCO DO MARANHAO,MA,5. ótimo
MDB,07781,17.41,2105658,JUNCO DO MARANHAO,MA,1. péssimo
AGIR,07781,NA,2105658,JUNCO DO MARANHAO,MA,NA
PSB,07781,60.65,2105658,JUNCO DO MARANHAO,MA,4. bom
MDB,07781,17.41,2105658,JUNCO DO MARANHAO,MA,1. péssimo
PC do B,07781,94.23,2105658,JUNCO DO MARANHAO,MA,5. ótimo
AGIR,07781,NA,2105658,JUNCO DO MARANHAO,MA,NA
PP,08133,16.94,2105708,LAGO DA PEDRA,MA,1. péssimo
PP,08133,16.94,2105708,LAGO DA PEDRA,MA,1. péssimo
MDB,08133,17.41,2105708,LAGO DA PEDRA,MA,1. péssimo
UNIÃO,08133,15.68,2105708,LAGO DA PEDRA,MA,1. péssimo
MDB,08133,17.41,2105708,LAGO DA PEDRA,MA,1. péssimo
PV,08133,64.62,2105708,LAGO DA PEDRA,MA,4. bom
PP,08133,16.94,2105708,LAGO DA PEDRA,MA,1. péssimo
MDB,08133,17.41,2105708,LAGO DA PEDRA,MA,1. péssimo
PV,08133,64.62,2105708,LAGO DA PEDRA,MA,4. bom
MDB,08133,17.41,2105708,LAGO DA PEDRA,MA,1. péssimo
PP,08133,16.94,2105708,LAGO DA PEDRA,MA,1. péssimo
PP,08133,16.94,2105708,LAGO DA PEDRA,MA,1. péssimo
PP,08133,16.94,2105708,LAGO DA PEDRA,MA,1. péssimo
PT,08150,73.72,2105807,LAGO DO JUNCO,MA,4. bom
PSB,08150,60.65,2105807,LAGO DO JUNCO,MA,4. bom
PC do B,08150,94.23,2105807,LAGO DO JUNCO,MA,5. ótimo
MDB,08150,17.41,2105807,LAGO DO JUNCO,MA,1. péssimo
PDT,08150,56.75,2105807,LAGO DO JUNCO,MA,3. regular
PDT,08150,56.75,2105807,LAGO DO JUNCO,MA,3. regular
PSB,08150,60.65,2105807,LAGO DO JUNCO,MA,4. bom
MDB,08150,17.41,2105807,LAGO DO JUNCO,MA,1. péssimo
PDT,08150,56.75,2105807,LAGO DO JUNCO,MA,3. regular
PSB,07803,60.65,2105948,LAGO DOS RODRIGUES,MA,4. bom
PSB,07803,60.65,2105948,LAGO DOS RODRIGUES,MA,4. bom
PT,07803,73.72,2105948,LAGO DOS RODRIGUES,MA,4. bom
MDB,07803,17.41,2105948,LAGO DOS RODRIGUES,MA,1. péssimo
PSB,07803,60.65,2105948,LAGO DOS RODRIGUES,MA,4. bom
PSB,07803,60.65,2105948,LAGO DOS RODRIGUES,MA,4. bom
MDB,07803,17.41,2105948,LAGO DOS RODRIGUES,MA,1. péssimo
PSB,07803,60.65,2105948,LAGO DOS RODRIGUES,MA,4. bom
PSB,07803,60.65,2105948,LAGO DOS RODRIGUES,MA,4. bom
UNIÃO,08176,15.68,2105906,LAGO VERDE,MA,1. péssimo
CIDADANIA,08176,42.14,2105906,LAGO VERDE,MA,2. ruim
PSDB,08176,15.21,2105906,LAGO VERDE,MA,1. péssimo
PP,08176,16.94,2105906,LAGO VERDE,MA,1. péssimo
PP,08176,16.94,2105906,LAGO VERDE,MA,1. péssimo
UNIÃO,08176,15.68,2105906,LAGO VERDE,MA,1. péssimo
PP,08176,16.94,2105906,LAGO VERDE,MA,1. péssimo
PRD,08176,20.83,2105906,LAGO VERDE,MA,1. péssimo
PT,08176,73.72,2105906,LAGO VERDE,MA,4. bom
PSDB,08176,15.21,2105906,LAGO VERDE,MA,1. péssimo
PRD,08176,20.83,2105906,LAGO VERDE,MA,1. péssimo
PT,07846,73.72,2105963,LAGOA GRANDE DO MARANHAO,MA,4. bom
MDB,07846,17.41,2105963,LAGOA GRANDE DO MARANHAO,MA,1. péssimo
PT,07846,73.72,2105963,LAGOA GRANDE DO MARANHAO,MA,4. bom
PT,07846,73.72,2105963,LAGOA GRANDE DO MARANHAO,MA,4. bom
MDB,07846,17.41,2105963,LAGOA GRANDE DO MARANHAO,MA,1. péssimo
PSDB,07846,15.21,2105963,LAGOA GRANDE DO MARANHAO,MA,1. péssimo
PT,07846,73.72,2105963,LAGOA GRANDE DO MARANHAO,MA,4. bom
MDB,07846,17.41,2105963,LAGOA GRANDE DO MARANHAO,MA,1. péssimo
PSDB,07846,15.21,2105963,LAGOA GRANDE DO MARANHAO,MA,1. péssimo
MDB,07862,17.41,2105989,LAJEADO NOVO,MA,1. péssimo
REPUBLICANOS,07862,14.1,2105989,LAJEADO NOVO,MA,1. péssimo
PSDB,07862,15.21,2105989,LAJEADO NOVO,MA,1. péssimo
REPUBLICANOS,07862,14.1,2105989,LAJEADO NOVO,MA,1. péssimo
PSDB,07862,15.21,2105989,LAJEADO NOVO,MA,1. péssimo
REPUBLICANOS,07862,14.1,2105989,LAJEADO NOVO,MA,1. péssimo
MDB,07862,17.41,2105989,LAJEADO NOVO,MA,1. péssimo
PSDB,07862,15.21,2105989,LAJEADO NOVO,MA,1. péssimo
REPUBLICANOS,07862,14.1,2105989,LAJEADO NOVO,MA,1. péssimo
UNIÃO,08192,15.68,2106003,LIMA CAMPOS,MA,1. péssimo
UNIÃO,08192,15.68,2106003,LIMA CAMPOS,MA,1. péssimo
MDB,08192,17.41,2106003,LIMA CAMPOS,MA,1. péssimo
UNIÃO,08192,15.68,2106003,LIMA CAMPOS,MA,1. péssimo
MDB,08192,17.41,2106003,LIMA CAMPOS,MA,1. péssimo
UNIÃO,08192,15.68,2106003,LIMA CAMPOS,MA,1. péssimo
UNIÃO,08192,15.68,2106003,LIMA CAMPOS,MA,1. péssimo
UNIÃO,08192,15.68,2106003,LIMA CAMPOS,MA,1. péssimo
UNIÃO,08192,15.68,2106003,LIMA CAMPOS,MA,1. péssimo
NOVO,08214,6.94,2106102,LORETO,MA,1. péssimo
REPUBLICANOS,08214,14.1,2106102,LORETO,MA,1. péssimo
REPUBLICANOS,08214,14.1,2106102,LORETO,MA,1. péssimo
PDT,08214,56.75,2106102,LORETO,MA,3. regular
NOVO,08214,6.94,2106102,LORETO,MA,1. péssimo
UNIÃO,08214,15.68,2106102,LORETO,MA,1. péssimo
UNIÃO,08214,15.68,2106102,LORETO,MA,1. péssimo
PDT,08214,56.75,2106102,LORETO,MA,3. regular
PT,08214,73.72,2106102,LORETO,MA,4. bom
PRD,08230,20.83,2106201,LUIS DOMINGUES,MA,1. péssimo
PT,08230,73.72,2106201,LUIS DOMINGUES,MA,4. bom
PL,08230,7.85,2106201,LUIS DOMINGUES,MA,1. péssimo
PL,08230,7.85,2106201,LUIS DOMINGUES,MA,1. péssimo
PSB,08230,60.65,2106201,LUIS DOMINGUES,MA,4. bom
MDB,08230,17.41,2106201,LUIS DOMINGUES,MA,1. péssimo
PRD,08230,20.83,2106201,LUIS DOMINGUES,MA,1. péssimo
UNIÃO,08230,15.68,2106201,LUIS DOMINGUES,MA,1. péssimo
PL,08230,7.85,2106201,LUIS DOMINGUES,MA,1. péssimo
PDT,07889,56.75,2106326,MARACACUME,MA,3. regular
PDT,07889,56.75,2106326,MARACACUME,MA,3. regular
PL,07889,7.85,2106326,MARACACUME,MA,1. péssimo
PDT,07889,56.75,2106326,MARACACUME,MA,3. regular
PRD,07889,20.83,2106326,MARACACUME,MA,1. péssimo
PL,07889,7.85,2106326,MARACACUME,MA,1. péssimo
PDT,07889,56.75,2106326,MARACACUME,MA,3. regular
AVANTE,07889,33.86,2106326,MARACACUME,MA,2. ruim
PL,07889,7.85,2106326,MARACACUME,MA,1. péssimo
PRD,07889,20.83,2106326,MARACACUME,MA,1. péssimo
PRD,07889,20.83,2106326,MARACACUME,MA,1. péssimo
PSD,07900,23.02,2106359,MARAJA DO SENA,MA,1. péssimo
PSD,07900,23.02,2106359,MARAJA DO SENA,MA,1. péssimo
PSD,07900,23.02,2106359,MARAJA DO SENA,MA,1. péssimo
PP,07900,16.94,2106359,MARAJA DO SENA,MA,1. péssimo
PP,07900,16.94,2106359,MARAJA DO SENA,MA,1. péssimo
PSD,07900,23.02,2106359,MARAJA DO SENA,MA,1. péssimo
PSD,07900,23.02,2106359,MARAJA DO SENA,MA,1. péssimo
PP,07900,16.94,2106359,MARAJA DO SENA,MA,1. péssimo
PP,07900,16.94,2106359,MARAJA DO SENA,MA,1. péssimo
PRD,07927,20.83,2106375,MARANHAOZINHO,MA,1. péssimo
PL,07927,7.85,2106375,MARANHAOZINHO,MA,1. péssimo
PRD,07927,20.83,2106375,MARANHAOZINHO,MA,1. péssimo
PL,07927,7.85,2106375,MARANHAOZINHO,MA,1. péssimo
PRD,07927,20.83,2106375,MARANHAOZINHO,MA,1. péssimo
PRD,07927,20.83,2106375,MARANHAOZINHO,MA,1. péssimo
PRD,07927,20.83,2106375,MARANHAOZINHO,MA,1. péssimo
PL,07927,7.85,2106375,MARANHAOZINHO,MA,1. péssimo
PL,07927,7.85,2106375,MARANHAOZINHO,MA,1. péssimo
PL,08290,7.85,2106508,MATINHA,MA,1. péssimo
PSB,08290,60.65,2106508,MATINHA,MA,4. bom
MDB,08290,17.41,2106508,MATINHA,MA,1. péssimo
PC do B,08290,94.23,2106508,MATINHA,MA,5. ótimo
